"Спецификация молдинга";"";""
"ID";"Тип";"Длина, м"
"";"";""
"?";"Молдинг 40 мм";"70,81"
"Прихожая";"";""
"?";"Молдинг 40 мм";"37,81"
"Спальня №1";"";""
"?";"Молдинг 40 мм";"10,74"
"Общий итог";"";"119,36"
